link,org_type,dt,overdue_amount,loan_amount,should_repay_amount,amount,balance,review_y,review_n,cnt,unique_num
04,17,20190701,,4840527614.439998,,,279810.19999999995,0,0,3729930,2126190
04,19,20190401,,45364981133.90499,,,32244950836.909996,0,0,842191,729920
04,21,20190901,,2757987886.5399995,,,1782709602.14,0,0,148428,128274
04,99,20191201,,2070580534.4200003,,,0.0,0,0,351854,265220
04,99,20200801,,2032904315.22,,,0.0,0,0,233356,206764
05,16,20200201,,,,,12163.84,0,0,55803,44903
06,09,20190501,25534777266.64702,,,,4001558104.67,0,0,2457582,995921
,28,20200801,,,,,0.0,0,0,80004,78025
,20,20200801,,,,,0.0,0,0,224,177
06,22,20190901,4672764064.819,,,,940617194.9300001,0,0,597291,445585
01,04,20200501,,,,,0.0,0,0,17670,12107
01,2,20191001,,,,,0.0,0,0,16226,16177
02,24,20200301,,,,,0.0,0,0,75728,51462
03,04,20191001,,,,,0.0,185566,118809,304375,278241
04,21,20201001,,295416021.23300016,,,302198865.00000006,0,0,7860,7567
07,06,20201001,,100.0,23161597.009999987,,0.0,0,0,9833,6650
07,21,20191201,,26000.0,18904582630.681366,985011924151.658,1601804509.14,0,0,159819872,52795758
07,3,20200701,,,0.0,,0.0,0,0,245,50
,2,20190601,,,,,0.0,0,0,22388804,14752912
,22,20200201,,,,,0.0,0,0,10721289,9151133
,24,20200601,,,,,0.0,0,0,13942201,4997672
,26,20200701,,,,,0.0,0,0,4994626,1693841
,28,20200701,,,,,0.0,0,0,42576,41419
01,01,20190801,,,,,0.0,0,0,114,88
03,20,20200801,,,,,0.0,0,27,27,25
07,23,20190701,,,0.0,,0.0,0,0,3,3
07,07,20190501,,15000.0,11921521384.469969,6438.0,34503101484726.625,0,0,12495240,5438685
01,06,20191001,,,,,0.0,0,0,837,638
01,19,20200901,,,,,0.0,0,0,9354,7521
01,2,20190601,,,,,0.0,0,0,884,884
01,26,20190401,,,,,0.0,0,0,918,634
03,04,20190701,,,,,0.0,159015,123197,282212,248951
03,21,20191201,,,,0.0,0.0,848331,294183,1142514,886271
05,04,20200801,,,,,2691400.0,0,0,1059785,494248
05,08,20200901,,,,,146933.56,0,0,67544,65733
05,15,20190701,,,,,0.0,0,0,3194,3181
05,28,20191201,,,,,0.0,0,0,80,71
05,99,20200401,,,,,0.0,0,0,2263220,990644
06,19,20200801,230836256889.81824,,,,27230682273.879993,0,0,20294490,10029527
,19,20190401,,,,,0.0,0,0,170730175,92764365
07,23,20200101,,,0.0,,4.0,0,0,9,8
,23,20190701,,,,,0.0,0,0,151,16
05,25,20190601,,,,,0.0,0,0,8,8
05,22,20190401,,,,,36650629.64,0,0,4710463,2428720
04,02,20200401,,48349793942.96075,,,0.0,0,0,20881210,9656270
04,17,20200401,,4369081519.92,,,1443.34,0,0,3061908,1694523
05,26,20200501,,,,,148721322.95000008,0,0,804573,527234
06,19,20190701,171789800159.27554,,,,5793126940432.917,0,0,4134167,2276867
07,2,20191001,,,18398368734.653324,16312489667.861567,119609084.14,0,0,3311585,2103548
07,2,20200501,,125042.0,24334355150.999996,66150480897.16671,320770656.0099999,0,0,10325631,6292404
07,99,20200601,,33767800.0,6073832006.940005,867785.3300000002,4560.96,0,0,7500616,3527836
,17,20201001,,,,,0.0,0,0,4793906,4372941
01,21,20190901,,,,,0.0,0,0,619,348
05,21,20190801,,,,,7901009913.01,0,0,54073475,25663677
05,22,20190801,,,,,97981831.72999999,0,0,8882191,3864589
05,21,20190501,,,,,402319417.4900001,0,0,11695719,7660026
01,18,20200601,,,,,0.0,0,0,130328,112117
02,18,20190401,,,,,0.0,0,0,627177,492805
02,99,20191001,,,,,0.0,0,0,644674,547345
03,24,20190601,,,,0.0,0.0,61807,23603,85410,65826
03,24,20190901,,,,0.0,0.0,34669,27314,61983,51489
05,2,20200701,,,,,315181241707.66,0,0,3712502,2692766
06,06,20200301,156652476.29999995,,,,2436107.65,0,0,30359,14430
,,20190801,,,,,0.0,0,0,456908576,196129498
,01,20200301,,,,,0.0,0,0,49630141,39606836
01,,20200301,,,,,0.0,0,0,9796930,6472707
04,23,20190701,,0.0,,,0.0,0,0,15,12
07,3,20200501,,,0.0,,0.0,0,0,110,27
05,24,20190501,,,,,70758210208.06001,0,0,454187,321261
04,08,20190501,,1797954155.44,,,0.0,0,0,66087,33104
01,05,20200501,,,,,0.0,0,0,9166,5299
02,05,20200901,,,,,0.0,0,0,109550,88519
02,19,20190601,,,,,0.0,0,0,691354,435486
02,26,20200201,,,,,0.0,0,0,2630,2285
03,99,20200701,,,,,0.0,265754,676543,942297,590975
05,19,20201001,,,,,11377981209.559998,0,0,575588,491799
,25,20190501,,,,,0.0,0,0,56924,28337
04,26,20200801,,147768043.0,,,1219943260.03,0,0,397,363
02,10,20200401,,,,,0.0,0,0,4,4
01,21,20200901,,,,,0.0,0,0,8,1
07,16,20200901,,126590800.0,11683690602.885994,3176684069.3780847,85.46,0,0,4368764,786608
02,04,20190801,,,,,0.0,0,0,1515994,414315
01,05,20190901,,,,,0.0,0,0,21435,12446
01,02,20201001,,,,,0.0,0,0,835,592
01,15,20200601,,,,,0.0,0,0,24648,14872
03,08,20191201,,,,,0.0,49262,11131,60393,21850
03,99,20200301,,,,,0.0,277266,1304854,1582120,1120431
04,22,20190701,,1729566289.4799998,,,12174703.23,0,0,114224,85273
04,99,20190501,,2273825947.5699997,,,228.0,0,0,594726,423309
05,15,20190801,,,,,0.0,0,0,3253,3041
05,15,20200401,,,,,0.0,0,0,2158,2120
05,25,20190801,,,,,0.0,0,0,14937,14860
05,99,20200801,,,,,1136325483.89,0,0,2194128,921872
06,02,20200401,38409770579.73168,,,,152131805.36999995,0,0,31623760,5950306
06,15,20191101,86798668.87000002,,,,0.0,0,0,5581,2979
06,26,20191201,409249251.2600002,,,,0.0,0,0,83375,26618
07,10,20200101,,,28274392.21999999,,0.0,0,0,58134,18051
,,20191101,,,,,0.0,0,0,627078990,251661484
,07,20200201,,,,,0.0,0,0,19941289,11226149
,08,20200201,,,,,0.0,0,0,1586288,1401070
07,,20200201,,11398075487.920002,2101171710409.2178,0.0,245398817470.7628,0,0,310259695,83578140
03,3,20200601,,,,,0.0,5,0,5,1
01,01,20191101,,,,,0.0,0,0,12697,11974
01,01,20200301,,,,,0.0,0,0,2422,2287
01,02,20200401,,,,,0.0,0,0,20812,17427
01,05,20191001,,,,,0.0,0,0,7310,4082
01,07,20200401,,,,,0.0,0,0,576251,524341
01,15,20190801,,,,,0.0,0,0,3162,2981
01,16,20201001,,,,,0.0,0,0,2597,2563
02,02,20200401,,,,,0.0,0,0,4036488,2785256
03,15,20200601,,,,,0.0,2803,0,2803,2574
06,28,20191201,5656111.710000003,,,,0.0,0,0,1684,1422
07,2,20200101,,,25388028631.160004,81375393374.11856,352261193.86999995,0,0,13712720,7421611
,17,20191201,,,,,0.0,0,0,188223476,77007203
,19,20200101,,,,,0.0,0,0,565860518,264405248
03,,20200501,,,,,0.0,5390138,3456656,8846794,6436259
02,15,20191101,,,,,0.0,0,0,8,5
06,3,20200401,0.0,,,,0.0,0,0,17,16
01,2,20190801,,,,,0.0,0,0,1,1
05,01,20190801,,,,,679972.9999999998,0,0,186817,133485
01,07,20191201,,,,,0.0,0,0,307312,282936
01,18,20200701,,,,,0.0,0,0,133591,120224
02,07,20200701,,,,,0.0,0,0,1397070,1180664
03,02,20191201,,,,,0.0,3559954,103720,3663674,2601960
04,99,20200601,,1316806759.7300005,,,0.0,0,0,129117,107336
05,06,20200701,,,,,143882.12000000002,0,0,98660,29637
05,15,20191201,,,,,0.0,0,0,1562,1554
05,22,20200201,,,,,972740657.08,0,0,11825762,5369724
06,15,20200601,150728872.48000002,,,,0.0,0,0,18276,8053
07,01,20200601,,41048724.8,18666912629.133858,0.0,18342147219.694042,0,0,49871880,22193447
07,08,20190401,,,1350318617.9100006,,3509292476629.0703,0,0,1149141,638618
07,15,20190601,,,144207243.65999994,,0.0,0,0,50867,21166
07,2,20190401,,0.0,30253336588.17399,5632832648.38,5279319101.290002,0,0,1941892,1487778
07,20,20191101,,,3527250.549999999,,0.0,0,0,499,340
07,21,20200301,,20000.0,25161194643.31001,1112524335884.6895,656548494.8699999,0,0,157084333,55498939
07,25,20201001,,,27195615.7,,9220693.51,0,0,474,360
,07,20190701,,,,,0.0,0,0,8065213,4562804
,17,20200701,,,,,0.0,0,0,113154771,57689545
,18,20190801,,,,,0.0,0,0,26692062,12394513
03,,20190601,,,,,0.0,19329382,3058121,22387503,12865645
07,,20190701,,5713477208.629997,2397221215104.3467,560.0,579673997791364.2,0,0,155641653,57774504
02,25,20191101,,,,,0.0,0,0,31,24
03,28,20191201,,,,,0.0,17,2,19,17
02,25,20201001,,,,,0.0,0,0,66,64
03,28,20190701,,,,,0.0,1,1,2,2
04,20,20200401,,1200000.0,,,1875133.54,0,0,13,3
02,17,20190801,,,,,0.0,0,0,8470694,5247188
04,07,20200901,,8250617589.019999,,,0.0,0,0,287027,222485
01,19,20200101,,,,,0.0,0,0,15379,8428
03,01,20200501,,,,,0.0,112590,13414,126004,91721
03,08,20190401,,,,,0.0,151611,1364,152975,103332
05,05,20200901,,,,,0.0,0,0,121577,102738
05,08,20191001,,,,,0.0,0,0,21405,17684
07,25,20190401,,,2958959359.819998,0.0,10379605875.160006,0,0,62965,38329
,3,20190701,,,,,0.0,0,0,191,58
03,3,20190801,,,,,0.0,1,0,1,1
07,2,20190501,,,37685735616.98119,7215800619.8759985,6468628360.600004,0,0,2502153,1903533
03,06,20190601,,,,,0.0,91280,16865,108145,79725
02,08,20200301,,,,,0.0,0,0,13126,8824
02,19,20200801,,,,,0.0,0,0,1298872,525274
02,22,20200501,,,,,0.0,0,0,349430,217571
03,17,20191001,,,,,0.0,8751116,5934700,14685816,10204119
04,07,20200601,,5143895246.580004,,,0.0,0,0,296932,219830
04,19,20200701,,68211007231.94525,,,375006799635.09,0,0,1894366,1523795
04,24,20200601,,21618500515.104298,,,16390147385.88,0,0,79364,48811
05,18,20200901,,,,,3803.68,0,0,891413,626136
06,19,20191101,105682762041.54091,,,,62709466753.28502,0,0,3694377,1934736
06,99,20200201,3605728134.172344,,,,27612.0,0,0,585430,112495
07,20,20200801,,,71612424.13999997,,0.0,0,0,1137,727
,01,20200201,,,,,0.0,0,0,32300817,28353052
,08,20190801,,,,,0.0,0,0,1681208,1246667
,08,20200801,,,,,0.0,0,0,2057410,1660436
,15,20190801,,,,,0.0,0,0,90127,28483
,22,20200401,,,,,0.0,0,0,5881202,3804204
,26,20190501,,,,,0.0,0,0,16615,9838
,28,20191101,,,,,0.0,0,0,4796,3966
01,,20200201,,,,,0.0,0,0,10517170,7079376
02,06,20200901,,,,,0.0,0,0,1731,580
05,25,20190901,,,,,0.0,0,0,33,33
02,15,20191001,,,,,0.0,0,0,4,3
06,02,20190901,7445980506.874297,,,,52750708.36000001,0,0,6323556,2005304
06,2,20190601,1903216358.9339998,,,,9425173.23,0,0,194219,107229
06,19,20200501,254315824064.13428,,,,20569083435.310028,0,0,33259201,13347296
01,99,20191101,,,,,0.0,0,0,55565,45442
03,06,20200301,,,,,0.0,44245,16507,60752,32940
04,06,20200601,,11239763.330000002,,,0.0,0,0,809,606
04,07,20190801,,3728800921.98,,,18377190.73,0,0,478120,251276
04,16,20190901,,53142235.839999996,,,0.0,0,0,6485,4908
06,08,20200201,657740293.1599996,,,,2856300.02,0,0,341773,146806
06,25,20200101,1385248065.7599998,,,,1208988.0399999998,0,0,22561,9383
07,19,20200401,,4889913.0,292890224552.1034,1286799143145.5415,237332234078.29736,0,0,298730876,185661902
07,2,20200201,,0.0,22346212451.038494,93837345053.4078,363664082.756943,0,0,14148652,7799948
,,20200101,,,,,0.0,0,0,520088336,243440029
,02,20190601,,,,,0.0,0,0,193228,168126
,07,20191201,,,,,0.0,0,0,35051330,23235776
,2,20190401,,,,,0.0,0,0,10054777,6306112
,28,20200301,,,,,0.0,0,0,633,554
02,,20190601,,,,,0.0,0,0,9640295,6193179
07,,20191201,,7823743231.720001,1504537035447.4656,,190443707665.281,0,0,251923294,59727485
04,28,20191101,,0.0,,,0.0,0,0,2,2
01,04,20200301,,,,,0.0,0,0,7134,5997
01,16,20191001,,,,,0.0,0,0,4443,4315
02,04,20200701,,,,,0.0,0,0,978024,439710
03,01,20191101,,,,,0.0,29226740,6282,29233022,17197993
03,08,20200201,,,,,0.0,144088,22163,166251,81539
03,26,20200501,,,,0.0,0.0,83,186237,186320,184745
04,01,20190401,,5011335.279999999,,,0.0,0,0,11702,10809
04,02,20191201,,35290028485.65103,,,0.0,0,0,27613988,13439776
04,2,20190501,,22524103583.7,,,107742539.42999999,0,0,172450,90637
05,2,20200401,,,,,252448228944.96005,0,0,5795555,4173362
06,21,20200801,14962022291.886179,,,,1300000.0,0,0,7159605,3040189
07,10,20200301,,,9675815.450000003,,0.0,0,0,25177,7076
,05,20200801,,,,,0.0,0,0,845187,742645
,08,20190901,,,,,0.0,0,0,1141421,974778
,17,20200501,,,,,0.0,0,0,135440794,62133177
05,,20200801,,,,,798694098264.6027,0,0,33177159,18731631
02,28,20190701,,,,,0.0,0,0,12,8
01,26,20200101,,,,,0.0,0,0,249,180
01,99,20190901,,,,,0.0,0,0,126381,113827
01,09,20200801,,,,,0.0,0,0,677485,623752
02,01,20190501,,,,,0.0,0,0,84631,41151
02,05,20200701,,,,,0.0,0,0,124031,101132
02,22,20190501,,,,,0.0,0,0,807470,730760
05,05,20190501,,,,,62500.6,0,0,256925,156222
05,07,20190601,,,,,89417649.19000007,0,0,2984858,1762360
05,07,20200701,,,,,0.0,0,0,4746091,1967163
05,28,20190701,,,,,0.0,0,0,7,7
06,01,20200301,470967365.7500002,,,,0.0,0,0,654518,247590
06,21,20200201,13249968225.216002,,,,10121177.719999999,0,0,4804587,2276623
06,22,20190601,10517552833.080017,,,,5266433893.049998,0,0,1166794,618045
07,06,20190901,,,895545467.9200001,,60.0,0,0,671917,249214
,28,20190801,,,,,0.0,0,0,4416,3437
06,09,20200101,16567173572.493685,,,,5191.8200000000015,0,0,4263757,1380447
02,25,20191201,,,,,0.0,0,0,75,59
07,3,20200401,,,0.0,,0.0,0,0,159,38
06,25,20201001,0.0,,,,0.0,0,0,2,2
03,28,20190401,,,,,0.0,0,1,1,1
06,19,20190401,107247971654.6546,,,,96360713047.75995,0,0,1837347,986645
03,04,20200701,,,,0.0,0.0,407390,80842,488232,452854
03,06,20191201,,,,,0.0,42876,9987,52863,31675
04,05,20200501,,165950163.57,,,0.0,0,0,51120,45093
05,02,20190501,,,,,0.0,0,0,2977,1518
05,19,20190601,,,,,251447167109.92383,0,0,6500809,4303024
05,2,20200201,,,,,323657790864.9899,0,0,6558864,4806119
05,25,20200601,,,,,0.0,0,0,4381,1557
06,24,20191201,12231835849.936657,,,,406940919.359457,0,0,297875,112953
,06,20190801,,,,,0.0,0,0,1657230,1209290
,22,20190801,,,,,0.0,0,0,13691597,9303007
,25,20200601,,,,,0.0,0,0,30811,22704
,28,20190901,,,,,0.0,0,0,8576,7829
06,,20190801,336420229991.163,,,,179451425716.11554,0,0,42403480,18397288
07,08,20191201,,,4817395861.260001,,23525.61,0,0,3055323,1701767
02,22,20190901,,,,,0.0,0,0,252733,184036
04,01,20190501,,6107030.84,,,0.0,0,0,22596,19776
02,08,20190701,,,,,0.0,0,0,46480,23451
02,26,20191201,,,,,0.0,0,0,27494,1560
04,01,20191001,,16848979516.0,,,0.0,0,0,2648126,2398032
04,07,20191101,,3916927798.950001,,,10231353.830000002,0,0,332100,280504
04,19,20201001,,3452515953.1900015,,,65919024593.48002,0,0,63596,60769
04,26,20190501,,47655658.52,,,18625.83,0,0,399,358
06,08,20191201,472329532.19300014,,,,867334.0,0,0,287540,153979
06,09,20191201,19398178862.041286,,,,4608.2300000000005,0,0,2209438,941370
06,16,20200401,19398070953.98251,,,,3123780.0899999985,0,0,1766200,1249685
06,18,20190401,2348768056.0899835,,,,35032.88,0,0,2809804,1664661
06,25,20200601,25446189.45999999,,,,2140760.0,0,0,1022,782
07,08,20201001,,,216382078.76000014,0.0,0.0,0,0,134423,95231
07,10,20191201,,,34009893.33000001,,0.0,0,0,70252,23106
,02,20200201,,,,,0.0,0,0,209092851,110418138
,06,20191001,,,,,0.0,0,0,181017,130764
,09,20200801,,,,,0.0,0,0,26146313,16077575
,09,20200901,,,,,0.0,0,0,26920135,15947976
,22,20190501,,,,,0.0,0,0,5217639,3347811
02,,20200201,,,,,0.0,0,0,24516741,20609291
06,,20191001,345615604840.0622,,,,124159982005.25366,0,0,42095320,22456855
02,10,20200801,,,,,0.0,0,0,1,1
06,11,20200701,0.0,,,,0.0,0,0,1,1
04,99,20190901,,5618956634.229999,,,0.0,0,0,791613,522863
01,07,20200201,,,,,0.0,0,0,525517,383119
01,18,20200501,,,,,0.0,0,0,166644,154784
02,26,20200701,,,,,0.0,0,0,1535,1012
03,01,20200301,,,,,0.0,135985,4361,140346,116781
03,16,20200401,,,,0.0,0.0,309730,201024,510754,484906
03,21,20200201,,,,0.0,0.0,941654,298376,1240030,955501
04,02,20200601,,8332635747.470146,,,0.0,0,0,8302776,5000731
04,24,20200401,,26029062890.002007,,,19491106638.37999,0,0,177632,119930
04,99,20191001,,5918998581.140003,,,0.0,0,0,907045,506322
06,05,20200201,2530180024.510001,,,,0.0,0,0,1041807,417526
06,17,20191201,59194439123.97151,,,,39709.41,0,0,18474546,4884700
06,20,20200301,4515000.0,,,,0.0,0,0,903,902
07,01,20190701,,40615608.99,65270014.759999976,1103.0,408073.0,0,0,283077,105938
,02,20200101,,,,,0.0,0,0,288452270,128677166
,10,20190901,,,,,0.0,0,0,88,88
02,,20200101,,,,,0.0,0,0,14375264,10499916
,23,20191201,,,,,0.0,0,0,168,17
02,3,20200801,,,,,0.0,0,0,1,1
02,28,20200901,,,,,0.0,0,0,1,1
02,07,20190901,,,,,0.0,0,0,856395,638893
01,07,20191001,,,,,0.0,0,0,239991,214279
02,16,20201001,,,,,0.0,0,0,12885,10148
02,26,20191101,,,,,0.0,0,0,2316,1574
03,16,20190701,,,,0.0,0.0,82416,176786,259202,235827
05,06,20200301,,,,,8984030.379999997,0,0,130744,38779
05,06,20200601,,,,,432666.73999999993,0,0,97933,29148
06,02,20200701,21727054713.99995,,,,148519176.18,0,0,13456972,4453218
06,25,20200801,48427197.850000024,,,,9680188.0,0,0,2961,1438
06,99,20200401,5466443461.114516,,,,0.0,0,0,801825,194548
07,18,20191201,,283000.0,14486053582.479269,,77655780.28000002,0,0,9957993,3186126
,20,20200401,,,,,0.0,0,0,53,45
03,15,20191001,,,,,0.0,1,0,1,1
01,18,20190801,,,,,0.0,0,0,673831,580138
02,17,20190401,,,,,0.0,0,0,4860991,3113958
03,02,20200701,,,,0.0,0.0,448716,77968,526684,480785
03,09,20200401,,,,,0.0,4465943,1341961,5807904,3132575
03,26,20191001,,,,0.0,0.0,205,1201,1406,1169
04,24,20190501,,20854362288.481995,,,9051021718.290997,0,0,60045,40096
04,99,20190601,,3767799083.1499996,,,210.0,0,0,827851,579599
05,18,20190401,,,,,1001188.9099999998,0,0,1279113,973539
05,24,20200501,,,,,102435351810.57004,0,0,2576336,1457941
,16,20190601,,,,,0.0,0,0,10870536,5630669
07,06,20190501,,0.0,1082637259.8399994,,370424229253.88007,0,0,698726,224804
02,28,20190601,,,,,0.0,0,0,26,15
07,23,20191201,,,0.0,0.0,0.0,0,0,7,7
07,01,20190501,,42638728.269999996,17883951.96999999,11000.0,336577.63,0,0,1833298,1647305
06,02,20190801,11156918959.866972,,,,149729404.98000005,0,0,9404171,2326302
01,06,20201001,,,,,0.0,0,0,26,26
01,07,20200101,,,,,0.0,0,0,494687,365985
01,15,20190901,,,,,0.0,0,0,2004,1997
02,07,20200601,,,,,0.0,0,0,837414,725570
02,21,20191101,,,,,0.0,0,0,729663,682213
02,21,20201001,,,,,0.0,0,0,26988,23967
03,21,20200701,,,,0.0,0.0,15332126,240687,15572813,3716873
04,18,20200601,,9263704.0,,,0.0,0,0,46104,40908
04,21,20200501,,6060073173.924002,,,674512710.2699997,0,0,265970,215197
06,02,20200501,40704402939.623985,,,,141464864.64000002,0,0,29191563,4177334
06,07,20190701,1555369451.5700006,,,,962704.2280000004,0,0,555475,275327
06,16,20200801,11238421201.260403,,,,0.0,0,0,1474987,1201000
06,2,20200301,10129684371.368996,,,,4245567.37,0,0,1250957,1053425
07,20,20191201,,,31309592.660000004,,0.0,0,0,799,553
,17,20200801,,,,,0.0,0,0,95464543,41709440
,23,20190501,,,,,0.0,0,0,165,13
01,07,20190901,,,,,0.0,0,0,182669,142551
02,24,20200601,,,,,0.0,0,0,165706,126642
03,99,20190601,,,,,0.0,1907586,213309,2120895,1692209
05,04,20191201,,,,,1698942.9,0,0,882128,438538
05,15,20200701,,,,,0.0,0,0,181,178
06,17,20190501,63200833460.36365,,,,15616858.379999999,0,0,9735575,2715582
07,19,20191101,,1806000.0,247222158532.90814,305181862904.08026,157134026077.18927,0,0,41650719,19241656
07,25,20200101,,,1793710411.7279992,,31626028.74000002,0,0,40750,21492
07,26,20190401,,,465923400.2300001,188575.51,4625398487351.871,0,0,76840,60878
,21,20200101,,,,,0.0,0,0,348627919,91076667
,23,20200901,,,,,0.0,0,0,9082,8552
,24,20191101,,,,,0.0,0,0,10972407,3122358
05,28,20200101,,,,,0.0,0,0,41,37
04,19,20200901,,56575953592.140015,,,357157045724.9698,0,0,1143342,990217
07,16,20190901,,69403396.0,2537339916.9399977,4011581173.616213,0.0,0,0,2359329,1609867
03,05,20190901,,,,,0.0,55848,55855,111703,102922
04,07,20190901,,2541751712.269999,,,3668234.149999999,0,0,233184,202810
05,05,20190401,,,,,22910.76,0,0,662417,460162
01,16,20200101,,,,,0.0,0,0,1505,1378
02,25,20191001,,,,,0.0,0,0,6278,3330
03,17,20191101,,,,,0.0,67298941,5477923,72776864,35813285
03,26,20201001,,,,0.0,0.0,12,10993,11005,11001
03,99,20200501,,,,,0.0,1652627,572909,2225536,1536661
05,16,20200701,,,,,0.0,0,0,128420,122112
05,18,20201001,,,,,0.0,0,0,33910,29968
05,24,20200401,,,,,105351488499.08002,0,0,2609267,1506746
06,02,20191201,8582292237.949989,,,,31800386.78999999,0,0,7517417,2347434
06,07,20191101,4992999845.23401,,,,128466.42000000001,0,0,1102731,582794
06,09,20190601,5970700168.923991,,,,1116292945212.19,0,0,2818719,904795
06,17,20200801,126515943493.11421,,,,158691.57,0,0,44002470,10458238
07,09,20200401,,1072088205.4400002,172257984883.01724,83778378.27999999,570131.74,0,0,28665018,10601737
07,28,20200701,,,0.0,0.0,0.0,0,0,6,5
01,05,20190501,,,,,0.0,0,0,4416,2421
01,17,20200901,,,,,0.0,0,0,1832483,1612010
02,08,20200101,,,,,0.0,0,0,125643,84160
03,99,20200401,,,,,0.0,927032,930016,1857048,1299255
04,04,20200801,,87744128.06,,,0.0,0,0,498419,442510
04,09,20200201,,2361940942.9700003,,,643315.83,0,0,220961,206431
04,2,20200101,,12348546692.669998,,,33835990018.400024,0,0,237161,174681
05,18,20191201,,,,,4816.75,0,0,1453451,892888
06,26,20200101,541656770.5399998,,,,0.0,0,0,107195,30096
07,09,20200301,,2470619115.9,29867012018.702446,109177891.36800003,346052.96,0,0,34174102,14600853
07,20,20200401,,,33086741.830000028,,0.0,0,0,419,322
07,22,20191201,,235709798.79999992,64060937653.95619,1674373.73,223445779.27999997,0,0,25812403,9286069
,06,20200801,,,,,0.0,0,0,110442,54133
,08,20190401,,,,,0.0,0,0,298445,202179
06,,20200801,473097669481.13635,,,,109102246401.0812,0,0,56644163,25864315
07,20,20201001,,,1182374.29,,0.0,0,0,11,11
01,17,20200801,,,,,0.0,0,0,2334595,2088071
02,99,20200101,,,,,0.0,0,0,980012,763862
04,21,20190601,,8358230516.970002,,,2533879147.750001,0,0,290575,240475
05,18,20200401,,,,,0.0,0,0,2330389,1416137
07,01,20200801,,46754151.2,4798618091.469303,4629220.159999999,4449533854.889585,0,0,18322961,9255650
07,04,20191101,,909600.0,27456232200.912956,,110763457.68999998,0,0,9010975,3149160
07,22,20200201,,252204431.68999997,125470921808.41122,2908827.700000001,411361303.1699999,0,0,41206768,10333640
07,23,20191001,,,51309732.06000001,,10143965.020000001,0,0,354,340
,,20200401,,,,,0.0,0,0,518360927,276056530
,02,20191101,,,,,0.0,0,0,210786484,105683100
,07,20190401,,,,,0.0,0,0,20395479,11151433
02,,20191101,,,,,0.0,0,0,21697931,17345368
07,,20190401,,3284835275.299999,1541759146616.3416,0.0,391195607212559.94,0,0,109503574,47369241
02,15,20200701,,,,,0.0,0,0,2,2
,23,20190601,,,,,0.0,0,0,120,12
05,25,20191101,,,,,0.0,0,0,6,6
07,24,20190801,,0.0,40686697804.88403,21359432569.818867,1375043100.7067087,0,0,5308447,2913535
06,07,20190901,1558765376.787202,,,,168359.65999999997,0,0,627189,348390
03,19,20190601,,,,0.0,0.0,859319,254231,1113550,982929
02,26,20200501,,,,,0.0,0,0,2377,1819
05,06,20191101,,,,,6948507.11,0,0,121026,39398
05,24,20191001,,,,,81853366766.85,0,0,1745386,1082784
06,02,20200101,16077367455.149982,,,,36210147.34,0,0,12858424,2940504
06,24,20200801,44127002805.235,,,,89922408221.27023,0,0,517643,195356
07,01,20201001,,902850.0,520322.0399999997,112174.90000000001,0.0,0,0,7951,5779
07,08,20200501,,0.0,8313819674.169954,0.0,13203.39,0,0,5201850,2507008
07,20,20200501,,,53534897.649999976,,0.0,0,0,847,515
07,22,20191001,,352435850.96,66967388333.279526,3134843.7,335530908.70000005,0,0,23698931,8661368
07,22,20200501,,198587715.39,132666673606.47755,1577203.0799999991,221932196.15999994,0,0,41885120,10499946
,07,20200501,,,,,0.0,0,0,21482846,11925545
07,,20200501,,9395145661.26,2296981724498.2544,0.0,237250611422.6825,0,0,595547344,124272564
01,24,20200201,,,,,0.0,0,0,2,2
,3,20200701,,,,,0.0,0,0,402,68
01,04,20190401,,,,,0.0,0,0,139517,79145
01,04,20201001,,,,,0.0,0,0,358,313
01,16,20200401,,,,,0.0,0,0,1648,1535
01,18,20190501,,,,,0.0,0,0,1096679,929566
02,09,20201001,,,,,0.0,0,0,32095,30225
02,26,20191001,,,,,0.0,0,0,1838,1564
03,02,20190401,,,,0.0,0.0,1794,13092,14886,14323
03,02,20200601,,,,0.0,0.0,510776,58014,568790,530297
03,19,20200301,,,,0.0,0.0,616079,550335,1166414,1057162
03,26,20190901,,,,0.0,0.0,332,899,1231,1014
04,08,20200801,,4618079929.309999,,,0.0,0,0,284438,173836
05,04,20200201,,,,,3109892.0,0,0,1321446,596032
05,09,20200801,,,,,15295306.959999995,0,0,1460471,898833
05,22,20191001,,,,,199255952.68000004,0,0,8421525,4067953
05,26,20190601,,,,,10330269.870000001,0,0,2778,1289
07,04,20200301,,1537200.0,21784696465.250023,,614076008.1800003,0,0,8839488,3124739
07,26,20191101,,,786730166.6299996,17075614065.779999,0.0,0,0,2565734,1121534
07,99,20200901,,29066800.0,7715945025.698699,567.03,49040135.71999999,0,0,9372034,4278010
,,20190901,,,,,0.0,0,0,357708711,185000356
07,28,20191201,,,6182.0,1069.58,0.0,0,0,25,21
04,3,20191101,,0.0,,,0.0,0,0,10,10
04,18,20190801,,236389043.0,,,0.0,0,0,86611,69214
02,06,20200101,,,,,0.0,0,0,19290,829
02,07,20191001,,,,,0.0,0,0,698480,500415
02,22,20201001,,,,,0.0,0,0,12649,10437
02,24,20200701,,,,,0.0,0,0,206359,141025
03,16,20201001,,,,,0.0,767,9461,10228,9923
03,22,20191001,,,,0.0,0.0,324916,530955,855871,591161
04,01,20191101,,12954907148.0,,,0.0,0,0,4273542,4055865
04,07,20200201,,3649309667.6700006,,,7063871.929999996,0,0,443034,349132
